payment_id,invoice_id,payment_date,amount,currency,payment_method
PAY-000439,INV-000439,2026-01-09,3513.37,USD,card
PAY-000440,INV-000440,2025-03-08,2768.06,USD,check
PAY-000441,INV-000441,2025-11-10,116.61,USD,bank_transfer
PAY-000442,INV-000442,2025-12-08,2038.37,USD,check
PAY-000443,INV-000443,2025-01-31,1882.20,USD,bank_transfer
PAY-000444,INV-000444,2026-01-09,3303.87,USD,check
PAY-000445,INV-000445,2025-07-12,709.45,USD,check
PAY-000446,INV-000446,2025-07-04,4275.12,USD,check
PAY-000447,INV-000447,2025-10-05,3655.84,USD,bank_transfer
PAY-000448,INV-000448,2025-04-09,340.82,USD,bank_transfer
PAY-000449,INV-000449,2025-06-12,1066.91,USD,bank_transfer
PAY-000450,INV-000450,2025-07-13,4903.55,USD,card
PAY-000451,INV-000451,2025-10-08,2491.97,USD,check
PAY-000452,INV-000452,2025-04-11,1510.04,USD,check
PAY-000453,INV-000453,2025-07-12,1442.44,USD,card
PAY-000454,INV-000454,2025-08-17,3907.07,USD,card
PAY-000455,INV-000455,2025-05-07,2611.53,USD,card
PAY-000456,INV-000456,2025-10-20,1408.38,USD,bank_transfer
PAY-000457,INV-000457,2025-09-12,3168.59,USD,card
PAY-000458,INV-000458,2025-07-04,547.90,USD,check
PAY-000459,INV-000459,2025-07-09,1616.92,USD,check
PAY-000460,INV-000460,2025-09-04,883.69,USD,card
PAY-000461,INV-000461,2025-09-08,232.06,USD,check
PAY-000462,INV-000462,2025-08-14,1449.46,USD,bank_transfer
PAY-000463,INV-000463,2026-01-02,3352.40,USD,check
PAY-000464,INV-000464,2025-12-23,848.79,USD,check
PAY-000465,INV-000465,2025-12-16,4106.32,USD,bank_transfer
PAY-000466,INV-000466,2025-03-17,1247.29,USD,card
PAY-000467,INV-000467,2025-07-07,2017.25,USD,check
PAY-000468,INV-000468,2025-04-12,3570.24,USD,card
PAY-000469,INV-000469,2025-09-21,4010.76,USD,bank_transfer
PAY-000470,INV-000470,2025-10-19,1933.87,USD,check
PAY-000471,INV-000471,2025-05-24,1318.68,USD,check
PAY-000472,INV-000472,2025-04-30,2626.42,USD,check
PAY-000473,INV-000473,2025-03-18,1382.46,USD,check
PAY-000474,INV-000474,2025-09-04,1134.96,USD,check
PAY-000475,INV-000475,2025-09-17,1059.51,USD,bank_transfer
PAY-000476,INV-000476,2025-09-17,915.21,USD,bank_transfer
PAY-000477,INV-000477,2026-01-27,4442.96,USD,card
PAY-000478,INV-000478,2026-02-02,350.46,USD,card
PAY-000479,INV-000479,2025-07-18,4473.58,USD,check
PAY-000480,INV-000480,2026-01-17,3353.38,USD,check
PAY-000481,INV-000481,2025-05-03,646.28,USD,bank_transfer
PAY-000482,INV-000482,2025-10-15,147.80,USD,check
PAY-000483,INV-000483,2025-07-16,2460.55,USD,check
PAY-000484,INV-000484,2025-03-11,354.70,USD,check
PAY-000485,INV-000485,2025-09-29,2766.15,USD,check
PAY-000486,INV-000486,2025-03-20,667.07,USD,bank_transfer
PAY-000487,INV-000487,2025-09-21,2452.30,USD,card
PAY-000488,INV-000488,2025-04-11,4613.03,USD,check
PAY-000489,INV-000489,2025-11-05,964.01,USD,card
PAY-000490,INV-000490,2025-09-22,4784.75,USD,check
PAY-000491,INV-000491,2025-03-30,1604.48,USD,card
PAY-000492,INV-000492,2026-02-01,1192.11,USD,card
PAY-000493,INV-000493,2025-03-22,1323.89,USD,check
PAY-000494,INV-000494,2025-06-09,666.25,USD,check
PAY-000495,INV-000495,2025-11-11,499.83,USD,bank_transfer
PAY-000496,INV-000496,2025-11-09,4946.73,USD,bank_transfer
PAY-000497,INV-000497,2026-01-11,3284.06,USD,card
PAY-000498,INV-000498,2025-10-21,225.97,USD,bank_transfer
PAY-000499,INV-000499,2025-12-11,4052.37,USD,check
PAY-000500,INV-000500,2025-05-14,4031.07,USD,check
PAY-000501,INV-000501,2026-01-03,168.78,USD,check
PAY-000502,INV-000502,2025-06-28,3375.44,USD,bank_transfer
PAY-000503,INV-000503,2026-01-15,2139.09,USD,bank_transfer
PAY-000504,INV-000504,2026-01-16,324.11,USD,card
PAY-000505,INV-000505,2025-09-26,2445.01,USD,check
PAY-000506,INV-000506,2025-04-04,1648.83,USD,check
PAY-000507,INV-000507,2025-07-19,2100.42,USD,check
PAY-000508,INV-000508,2025-10-30,566.70,USD,card
PAY-000509,INV-000509,2025-03-19,1412.32,USD,bank_transfer
PAY-000510,INV-000510,2025-03-15,275.31,USD,check
PAY-000511,INV-000511,2025-08-23,1311.65,USD,check
PAY-000512,INV-000512,2025-06-20,1005.27,USD,card
PAY-000513,INV-000513,2025-10-10,2457.45,USD,card
PAY-000514,INV-000514,2025-02-13,482.11,USD,card
PAY-000515,INV-000515,2025-05-26,1137.97,USD,bank_transfer
PAY-000516,INV-000516,2025-03-05,1485.11,USD,check
PAY-000517,INV-000517,2026-01-14,2477.23,USD,bank_transfer
PAY-000518,INV-000518,2025-03-13,2269.30,USD,check
PAY-000519,INV-000519,2025-07-30,4014.80,USD,bank_transfer
PAY-000520,INV-000520,2025-08-29,278.21,USD,bank_transfer
PAY-000521,INV-000521,2025-07-09,2910.48,USD,card
PAY-000522,INV-000522,2025-10-21,2371.15,USD,card
PAY-000523,INV-000523,2025-11-23,3577.24,USD,bank_transfer
PAY-000524,INV-000524,2025-03-12,2075.18,USD,check
PAY-000525,INV-000525,2025-07-19,3968.19,USD,check
PAY-000526,INV-000526,2025-09-20,2114.42,USD,bank_transfer
PAY-000527,INV-000527,2025-02-10,728.46,USD,card
PAY-000528,INV-000528,2025-10-31,2405.93,USD,check
PAY-000529,INV-000529,2025-04-02,1729.48,USD,bank_transfer
PAY-000530,INV-000530,2025-08-09,3242.23,USD,check
PAY-000531,INV-000531,2025-07-26,2669.79,USD,card
PAY-000532,INV-000532,2026-01-28,2961.34,USD,bank_transfer
PAY-000533,INV-000533,2025-07-15,1746.64,USD,card
PAY-000534,INV-000534,2025-12-09,1623.11,USD,check
PAY-000535,INV-000535,2025-01-30,3139.52,USD,check
PAY-000536,INV-000536,2025-10-27,3038.46,USD,check
PAY-000537,INV-000537,2025-10-13,903.97,USD,check
PAY-000538,INV-000538,2025-11-23,4071.16,USD,check
PAY-000539,INV-000539,2025-06-18,175.52,USD,bank_transfer
PAY-000540,INV-000540,2025-04-28,109.28,USD,card
PAY-000541,INV-000541,2025-04-01,2175.10,USD,card
PAY-000542,INV-000542,2025-10-14,4073.08,USD,check
PAY-000543,INV-000543,2025-03-06,3710.29,USD,bank_transfer
PAY-000544,INV-000544,2025-11-14,1714.19,USD,check
PAY-000545,INV-000545,2025-08-10,1654.96,USD,check
PAY-000546,INV-000546,2025-08-07,2874.04,USD,check
PAY-000547,INV-000547,2025-12-31,3382.79,USD,check
PAY-000548,INV-000548,2025-09-22,1018.01,USD,check
PAY-000549,INV-000549,2025-06-20,1188.95,USD,check
PAY-000550,INV-000550,2025-05-18,3628.84,USD,card
PAY-000551,INV-000551,2025-09-20,1838.73,USD,card
PAY-000552,INV-000552,2025-04-07,3016.67,USD,card
PAY-000553,INV-000553,2025-07-31,4300.65,USD,card
PAY-000554,INV-000554,2025-01-27,1518.01,USD,card
PAY-000555,INV-000555,2025-09-14,3449.18,USD,bank_transfer
PAY-000556,INV-000556,2025-05-01,4350.85,USD,check
PAY-000557,INV-000557,2025-12-29,1434.07,USD,check
PAY-000558,INV-000558,2025-10-31,1264.52,USD,check
PAY-000559,INV-000559,2025-10-13,1193.16,USD,bank_transfer
PAY-000560,INV-000560,2025-04-07,2176.88,USD,card
PAY-000561,INV-000561,2025-03-01,3581.40,USD,bank_transfer
PAY-000562,INV-000562,2025-11-04,4881.15,USD,check
PAY-000563,INV-000563,2025-09-13,2513.20,USD,card
PAY-000564,INV-000564,2025-06-17,1506.39,USD,bank_transfer
PAY-000565,INV-000565,2026-01-03,3020.11,USD,check
PAY-000566,INV-000566,2025-02-15,4797.95,USD,bank_transfer
PAY-000567,INV-000567,2025-02-19,4394.11,USD,bank_transfer
PAY-000568,INV-000568,2025-05-29,4606.65,USD,card
PAY-000569,INV-000569,2025-11-08,3170.31,USD,card
PAY-000570,INV-000570,2025-09-23,3372.32,USD,card
PAY-000571,INV-000571,2025-04-08,4472.00,USD,card
PAY-000572,INV-000572,2025-04-30,4250.51,USD,bank_transfer
PAY-000573,INV-000573,2025-10-07,3408.88,USD,bank_transfer
PAY-000574,INV-000574,2025-01-26,3871.99,USD,check
PAY-000575,INV-000575,2025-12-23,3980.34,USD,check
PAY-000576,INV-000576,2025-12-21,4713.08,USD,check
PAY-000577,INV-000577,2025-07-29,464.75,USD,bank_transfer
PAY-000578,INV-000578,2025-04-25,747.21,USD,bank_transfer
PAY-000579,INV-000579,2025-01-19,1377.26,USD,card
PAY-000580,INV-000580,2025-06-23,1738.18,USD,check
PAY-000581,INV-000581,2025-12-01,69.95,USD,card
PAY-000582,INV-000582,2026-02-01,1248.90,USD,bank_transfer
PAY-000583,INV-000583,2025-09-21,1618.54,USD,check
PAY-000584,INV-000584,2025-10-04,4849.73,USD,check
PAY-000585,INV-000585,2025-03-25,3358.68,USD,check
PAY-000586,INV-000586,2025-05-24,1158.86,USD,bank_transfer
PAY-000587,INV-000587,2025-09-13,3930.28,USD,card
PAY-000588,INV-000588,2026-01-29,2889.57,USD,check
PAY-000589,INV-000589,2025-06-04,4004.33,USD,check
PAY-000590,INV-000590,2025-03-16,2765.16,USD,check
PAY-000591,INV-000591,2025-07-12,419.48,USD,bank_transfer
PAY-000592,INV-000592,2025-10-20,4743.73,USD,check
PAY-000593,INV-000593,2025-10-22,795.65,USD,check
PAY-000594,INV-000594,2025-08-28,619.43,USD,check
PAY-000595,INV-000595,2025-11-27,2572.86,USD,card
PAY-000596,INV-000596,2025-03-02,2387.29,USD,card
PAY-000597,INV-000597,2025-09-26,2966.51,USD,card
PAY-000598,INV-000598,2025-12-12,4240.56,USD,card
PAY-000599,INV-000599,2025-05-24,4290.56,USD,check
PAY-000600,INV-000600,2025-03-01,247.44,USD,check
PAY-000601,INV-000601,2025-02-06,2847.25,USD,card
PAY-000602,INV-000602,2025-01-28,1515.18,USD,bank_transfer
PAY-000603,INV-000603,2025-12-21,3833.57,USD,card
PAY-000604,INV-000604,2025-08-08,2361.62,USD,bank_transfer
PAY-000605,INV-000605,2025-12-24,3479.69,USD,check
PAY-000606,INV-000606,2025-08-01,631.97,USD,card
PAY-000607,INV-000607,2025-10-12,677.66,USD,bank_transfer
PAY-000608,INV-000608,2025-02-24,1574.28,USD,check
PAY-000609,INV-000609,2025-10-30,2233.65,USD,bank_transfer
PAY-000610,INV-000610,2025-05-16,2425.00,USD,card
PAY-000611,INV-000611,2025-04-14,4924.73,USD,bank_transfer
PAY-000612,INV-000612,2025-12-06,2208.02,USD,bank_transfer
PAY-000613,INV-000613,2025-05-24,362.79,USD,bank_transfer
PAY-000614,INV-000614,2025-10-01,3144.11,USD,bank_transfer
PAY-000615,INV-000615,2025-05-31,3892.56,USD,card
PAY-000616,INV-000616,2025-05-03,2839.89,USD,bank_transfer
PAY-000617,INV-000617,2025-10-21,1526.57,USD,card
PAY-000618,INV-000618,2025-12-05,3144.81,USD,card
PAY-000619,INV-000619,2025-06-13,1592.11,USD,check
PAY-000620,INV-000620,2025-05-11,2178.24,USD,bank_transfer
PAY-000621,INV-000621,2025-10-24,4982.97,USD,check
PAY-000622,INV-000622,2026-01-14,2249.76,USD,bank_transfer
PAY-000623,INV-000623,2025-08-07,4946.62,USD,card
PAY-000624,INV-000624,2025-10-22,1681.08,USD,card
PAY-000625,INV-000625,2025-03-29,1582.27,USD,check
PAY-000626,INV-000626,2025-09-19,1273.36,USD,check
PAY-000627,INV-000627,2025-03-18,4234.58,USD,check
PAY-000628,INV-000628,2025-09-02,2193.70,USD,bank_transfer
PAY-000629,INV-000629,2025-07-31,1283.27,USD,card
PAY-000630,INV-000630,2025-12-21,424.55,USD,bank_transfer
PAY-000631,INV-000631,2025-10-05,3808.91,USD,card
PAY-000632,INV-000632,2025-08-20,3541.98,USD,bank_transfer
PAY-000633,INV-000633,2025-03-16,996.51,USD,check
PAY-000634,INV-000634,2026-01-09,2939.98,USD,bank_transfer
PAY-000635,INV-000635,2025-07-03,1599.57,USD,bank_transfer
PAY-000636,INV-000636,2025-04-01,3925.79,USD,bank_transfer
PAY-000637,INV-000637,2026-01-05,3178.80,USD,card
PAY-000638,INV-000638,2025-05-21,2904.48,USD,card
PAY-000639,INV-000639,2025-09-18,2807.86,USD,card
PAY-000640,INV-000640,2025-06-14,1895.57,USD,card
PAY-000641,INV-000641,2025-03-22,4219.07,USD,card
PAY-000642,INV-000642,2025-05-11,1953.56,USD,bank_transfer
PAY-000643,INV-000643,2025-10-25,4540.29,USD,bank_transfer
PAY-000644,INV-000644,2025-06-20,2910.94,USD,check
PAY-000645,INV-000645,2025-08-14,1557.65,USD,card
PAY-000646,INV-000646,2025-05-13,2001.45,USD,card
PAY-000647,INV-000647,2025-10-30,3442.03,USD,card
PAY-000648,INV-000648,2025-10-09,3803.52,USD,card
PAY-000649,INV-000649,2025-04-07,3851.83,USD,bank_transfer
PAY-000650,INV-000650,2025-11-10,2570.18,USD,check
PAY-000651,INV-000651,2025-02-04,2756.97,USD,check
PAY-000652,INV-000652,2025-02-20,4017.33,USD,bank_transfer
PAY-000653,INV-000653,2026-01-03,1223.37,USD,bank_transfer
PAY-000654,INV-000654,2025-02-03,1156.72,USD,card
PAY-000655,INV-000655,2025-03-14,3249.23,USD,check
PAY-000656,INV-000656,2025-09-06,3466.54,USD,bank_transfer
PAY-000657,INV-000657,2025-09-30,2902.20,USD,bank_transfer
PAY-000658,INV-000658,2025-11-02,3796.36,USD,card
PAY-000659,INV-000659,2025-02-21,2643.05,USD,card
PAY-000660,INV-000660,2025-05-05,571.07,USD,bank_transfer
PAY-000661,INV-000661,2025-06-06,1016.27,USD,card
PAY-000662,INV-000662,2025-07-06,1411.55,USD,card
PAY-000663,INV-000663,2025-08-11,2416.47,USD,check
PAY-000664,INV-000664,2025-05-01,1582.73,USD,check
PAY-000665,INV-000665,2025-12-04,3992.41,USD,card
PAY-000666,INV-000666,2025-08-13,1987.45,USD,bank_transfer
PAY-000667,INV-000667,2025-12-03,59.54,USD,bank_transfer
PAY-000668,INV-000668,2025-10-24,4441.96,USD,card
PAY-000669,INV-000669,2025-11-19,4508.18,USD,bank_transfer
PAY-000670,INV-000670,2025-06-03,1118.43,USD,card
PAY-000671,INV-000671,2025-07-01,254.11,USD,card
PAY-000672,INV-000672,2025-10-08,2964.41,USD,bank_transfer
PAY-000673,INV-000673,2025-07-18,92.09,USD,bank_transfer
PAY-000674,INV-000674,2026-01-04,4313.89,USD,card
PAY-000675,INV-000675,2025-04-30,2966.76,USD,card
PAY-000676,INV-000676,2026-01-03,4710.37,USD,card
PAY-000677,INV-000677,2025-03-18,4154.48,USD,check
PAY-000678,INV-000678,2025-07-24,291.52,USD,bank_transfer
PAY-000679,INV-000679,2025-03-19,1795.68,USD,check
PAY-000680,INV-000680,2025-07-24,4065.65,USD,check
PAY-000681,INV-000681,2025-06-20,4118.04,USD,bank_transfer
PAY-000682,INV-000682,2025-07-29,2909.51,USD,bank_transfer
PAY-000683,INV-000683,2026-01-08,3081.67,USD,bank_transfer
PAY-000684,INV-000684,2025-12-28,1558.63,USD,bank_transfer
PAY-000685,INV-000685,2025-03-08,1414.94,USD,check
PAY-000686,INV-000686,2025-12-15,818.85,USD,card
PAY-000687,INV-000687,2025-07-04,568.63,USD,card
PAY-000688,INV-000688,2025-09-02,1897.00,USD,bank_transfer
PAY-000689,INV-000689,2025-04-05,467.68,USD,card
PAY-000690,INV-000690,2025-11-08,2918.43,USD,bank_transfer
PAY-000691,INV-000691,2025-02-18,479.86,USD,bank_transfer
PAY-000692,INV-000692,2025-11-26,3145.47,USD,bank_transfer
PAY-000693,INV-000693,2025-06-04,2179.55,USD,check
PAY-000694,INV-000694,2025-11-19,4755.89,USD,check
PAY-000695,INV-000695,2025-04-07,3603.02,USD,bank_transfer
PAY-000696,INV-000696,2025-06-18,1588.79,USD,bank_transfer
PAY-000697,INV-000697,2025-02-19,886.64,USD,card
PAY-000698,INV-000698,2025-06-26,2548.76,USD,card
PAY-000699,INV-000699,2025-06-07,3789.58,USD,check
PAY-000700,INV-000700,2025-11-18,1035.23,USD,bank_transfer
PAY-000701,INV-000701,2025-06-26,45.48,USD,check
PAY-000702,INV-000702,2025-08-11,4225.67,USD,card
PAY-000703,INV-000703,2025-09-16,4285.44,USD,bank_transfer
PAY-000704,INV-000704,2025-07-17,1691.20,USD,bank_transfer
PAY-000705,INV-000705,2025-09-28,1657.22,USD,card
PAY-000706,INV-000706,2025-07-09,3862.85,USD,card
PAY-000707,INV-000707,2025-11-11,4109.79,USD,card
PAY-000708,INV-000708,2025-06-16,4290.78,USD,bank_transfer
PAY-000709,INV-000709,2025-11-19,1057.52,USD,bank_transfer
PAY-000710,INV-000710,2025-12-17,4034.52,USD,check
PAY-000711,INV-000711,2025-09-07,4953.90,USD,card
PAY-000712,INV-000712,2025-06-03,4368.31,USD,card
PAY-000713,INV-000713,2026-01-20,2627.78,USD,card
PAY-000714,INV-000714,2025-05-13,1334.77,USD,check
PAY-000715,INV-000715,2025-08-09,4147.03,USD,card
PAY-000716,INV-000716,2025-11-28,2522.57,USD,check
PAY-000717,INV-000717,2025-10-13,4851.77,USD,check
PAY-000718,INV-000718,2025-03-04,4155.65,USD,check
PAY-000719,INV-000719,2025-11-07,3355.90,USD,bank_transfer
PAY-000720,INV-000720,2025-12-13,3494.91,USD,check
PAY-000721,INV-000721,2025-12-21,242.24,USD,check
PAY-000722,INV-000722,2025-12-19,2105.14,USD,card
PAY-000723,INV-000723,2025-03-12,65.30,USD,bank_transfer
PAY-000724,INV-000724,2025-10-24,3925.66,USD,check
PAY-000725,INV-000725,2026-01-16,3025.89,USD,card
PAY-000726,INV-000726,2025-09-01,2437.78,USD,check
PAY-000727,INV-000727,2026-01-11,2633.88,USD,bank_transfer
PAY-000728,INV-000728,2025-10-01,558.13,USD,bank_transfer
PAY-000729,INV-000729,2025-03-10,4368.49,USD,card
PAY-000730,INV-000730,2025-06-22,1808.65,USD,check
PAY-000731,INV-000731,2025-09-11,1836.09,USD,card
PAY-000732,INV-000732,2025-12-27,2382.12,USD,card
PAY-000733,INV-000733,2025-01-30,4257.70,USD,bank_transfer
PAY-000734,INV-000734,2025-08-07,3407.22,USD,bank_transfer
PAY-000735,INV-000735,2025-06-09,2715.29,USD,bank_transfer
PAY-000736,INV-000736,2025-07-18,2945.22,USD,bank_transfer
PAY-000737,INV-000737,2025-08-07,3311.75,USD,check
PAY-000738,INV-000738,2025-12-04,2275.62,USD,check
PAY-000739,INV-000739,2025-12-09,4639.97,USD,check
PAY-000740,INV-000740,2025-09-22,2048.61,USD,bank_transfer
PAY-000741,INV-000741,2025-05-31,1469.32,USD,bank_transfer
PAY-000742,INV-000742,2025-11-03,543.47,USD,card
PAY-000743,INV-000743,2025-06-23,1043.23,USD,card
PAY-000744,INV-000744,2026-01-12,4532.69,USD,check
PAY-000745,INV-000745,2025-07-19,3139.84,USD,card
PAY-000746,INV-000746,2025-11-19,608.90,USD,card
PAY-000747,INV-000747,2025-12-28,914.54,USD,card
PAY-000748,INV-000748,2025-12-24,3104.18,USD,bank_transfer
PAY-000749,INV-000749,2025-06-29,627.93,USD,bank_transfer
PAY-000750,INV-000750,2025-04-13,1967.19,USD,check
PAY-000751,INV-000751,2025-07-26,2202.77,USD,check
PAY-000752,INV-000752,2025-08-16,2227.94,USD,check
PAY-000753,INV-000753,2025-10-14,3645.58,USD,check
PAY-000754,INV-000754,2025-04-04,2577.13,USD,bank_transfer
PAY-000755,INV-000755,2025-07-20,4424.42,USD,bank_transfer
PAY-000756,INV-000756,2025-07-11,60.24,USD,bank_transfer
PAY-000757,INV-000757,2025-08-26,2954.30,USD,card
PAY-000758,INV-000758,2025-08-24,3599.78,USD,check
PAY-000759,INV-000759,2025-08-21,2572.19,USD,check
PAY-000760,INV-000760,2025-01-30,4182.70,USD,card
PAY-000761,INV-000761,2025-02-20,1451.02,USD,card
PAY-000762,INV-000762,2025-05-03,4103.32,USD,check
PAY-000763,INV-000763,2025-09-18,2892.14,USD,check
PAY-000764,INV-000764,2025-04-03,1414.50,USD,card
PAY-000765,INV-000765,2025-10-07,4322.85,USD,check
PAY-000766,INV-000766,2025-09-10,2874.46,USD,bank_transfer
PAY-000767,INV-000767,2025-12-20,3949.21,USD,bank_transfer
PAY-000768,INV-000768,2025-08-24,1387.90,USD,card
PAY-000769,INV-000769,2025-03-15,4076.54,USD,check
PAY-000770,INV-000770,2025-12-13,3623.04,USD,check
PAY-000771,INV-000771,2025-12-29,2254.82,USD,bank_transfer
PAY-000772,INV-000772,2025-04-19,4275.23,USD,check
PAY-000773,INV-000773,2025-08-06,2800.68,USD,check
PAY-000774,INV-000774,2025-04-15,1706.87,USD,card
PAY-000775,INV-000775,2025-12-03,1411.64,USD,bank_transfer
PAY-000776,INV-000776,2025-03-14,3942.65,USD,card
PAY-000777,INV-000777,2025-12-10,675.25,USD,bank_transfer
PAY-000778,INV-000778,2025-03-31,3739.75,USD,check
PAY-000779,INV-000779,2025-08-26,2576.17,USD,check
PAY-000780,INV-000780,2025-06-11,3301.54,USD,card
PAY-000781,INV-000781,2025-02-13,3332.03,USD,card
PAY-000782,INV-000782,2025-11-04,3941.12,USD,card
PAY-000783,INV-000783,2025-09-10,4992.06,USD,check
PAY-000784,INV-000784,2025-01-07,4565.57,USD,check
PAY-000785,INV-000785,2025-10-06,3338.39,USD,card
PAY-000786,INV-000786,2025-02-27,4181.64,USD,bank_transfer
PAY-000787,INV-000787,2025-09-08,4334.57,USD,card
PAY-000788,INV-000788,2025-07-06,4352.90,USD,check
PAY-000789,INV-000789,2025-11-23,694.68,USD,card
PAY-000790,INV-000790,2025-12-18,4006.40,USD,bank_transfer
PAY-000791,INV-000791,2025-11-18,4119.83,USD,bank_transfer
PAY-000792,INV-000792,2025-03-22,2323.60,USD,card
PAY-000793,INV-000793,2025-05-25,3620.20,USD,card
PAY-000794,INV-000794,2025-03-28,4594.49,USD,check
PAY-000795,INV-000795,2025-07-27,1322.76,USD,check
PAY-000796,INV-000796,2025-12-24,877.82,USD,check
PAY-000797,INV-000797,2025-06-20,3816.26,USD,card
PAY-000798,INV-000798,2025-12-08,488.14,USD,bank_transfer
PAY-000799,INV-000799,2025-04-28,2509.84,USD,check
PAY-000800,INV-000800,2025-05-24,2733.38,USD,bank_transfer
PAY-000801,INV-000801,2025-01-12,3656.93,USD,card
PAY-000802,INV-000802,2025-12-26,702.97,USD,bank_transfer
PAY-000803,INV-000803,2025-07-22,478.35,USD,bank_transfer
PAY-000804,INV-000804,2025-06-18,1937.08,USD,card
PAY-000805,INV-000805,2025-03-19,3373.70,USD,bank_transfer
PAY-000806,INV-000806,2025-11-07,2963.26,USD,check
PAY-000807,INV-000807,2025-04-08,2317.38,USD,check
PAY-000808,INV-000808,2025-04-27,4832.89,USD,check
PAY-000809,INV-000809,2025-08-20,4518.68,USD,bank_transfer
PAY-000810,INV-000810,2025-04-19,3954.98,USD,check
PAY-000811,INV-000811,2025-08-05,1853.05,USD,bank_transfer
PAY-000812,INV-000812,2025-05-12,1462.10,USD,bank_transfer
PAY-000813,INV-000813,2025-11-18,3160.96,USD,card
PAY-000814,INV-000814,2026-01-08,150.63,USD,bank_transfer
PAY-000815,INV-000815,2025-10-05,3192.04,USD,check
PAY-000816,INV-000816,2025-07-23,1559.49,USD,bank_transfer
PAY-000817,INV-000817,2025-09-26,2033.15,USD,card
PAY-000818,INV-000818,2025-12-26,3123.90,USD,bank_transfer
PAY-000819,INV-000819,2025-07-12,4906.45,USD,card
PAY-000820,INV-000820,2025-11-22,2216.53,USD,check
PAY-000821,INV-000821,2025-04-03,4008.88,USD,bank_transfer
PAY-000822,INV-000822,2025-11-13,364.06,USD,bank_transfer
PAY-000823,INV-000823,2025-02-15,4846.97,USD,check
PAY-000824,INV-000824,2025-06-28,3305.52,USD,card
PAY-000825,INV-000825,2025-08-10,3689.50,USD,check
PAY-000826,INV-000826,2025-10-11,2828.86,USD,card
PAY-000827,INV-000827,2025-03-16,1634.80,USD,bank_transfer
PAY-000828,INV-000828,2025-04-15,2822.22,USD,check
PAY-000829,INV-000829,2026-01-03,4011.49,USD,check
PAY-000830,INV-000830,2025-03-02,1636.18,USD,check
PAY-000831,INV-000831,2025-05-08,313.59,USD,card
PAY-000832,INV-000832,2025-04-08,2386.97,USD,bank_transfer
PAY-000833,INV-000833,2025-07-20,3502.17,USD,check
PAY-000834,INV-000834,2025-05-15,636.22,USD,bank_transfer
PAY-000835,INV-000835,2026-01-26,69.50,USD,card
PAY-000836,INV-000836,2025-10-11,2721.73,USD,bank_transfer
PAY-000837,INV-000837,2025-07-27,675.48,USD,check
PAY-000838,INV-000838,2025-03-23,4054.51,USD,card
PAY-000839,INV-000839,2025-06-05,2756.50,USD,check
PAY-000840,INV-000840,2025-11-23,3300.07,USD,card
PAY-000841,INV-000841,2025-10-20,1898.08,USD,check
PAY-000842,INV-000842,2025-04-12,1937.74,USD,bank_transfer
PAY-000843,INV-000843,2025-10-28,3544.33,USD,bank_transfer
PAY-000844,INV-000844,2025-09-18,23.46,USD,bank_transfer
PAY-000845,INV-000845,2025-02-17,2483.40,USD,bank_transfer
PAY-000846,INV-000846,2025-05-07,4891.96,USD,check
PAY-000847,INV-000847,2025-12-22,2208.70,USD,bank_transfer
PAY-000848,INV-000848,2025-08-22,4811.71,USD,card
PAY-000849,INV-000849,2025-02-16,3006.49,USD,check
PAY-000850,INV-000850,2025-12-22,4738.76,USD,bank_transfer
PAY-000851,INV-000851,2025-09-26,250.79,USD,card
PAY-000852,INV-000852,2025-06-14,4065.51,USD,bank_transfer
PAY-000853,INV-000853,2025-11-03,2404.66,USD,bank_transfer
PAY-000854,INV-000854,2025-07-08,2965.97,USD,bank_transfer
PAY-000855,INV-000855,2025-09-26,1940.81,USD,bank_transfer
PAY-000856,INV-000856,2025-10-16,3997.11,USD,bank_transfer
PAY-000857,INV-000857,2025-09-01,135.35,USD,card
PAY-000858,INV-000858,2025-11-22,4411.78,USD,card
PAY-000859,INV-000859,2025-01-25,3988.97,USD,check
PAY-000860,INV-000860,2025-07-10,554.99,USD,bank_transfer
PAY-000861,INV-000861,2025-08-12,2589.64,USD,check
PAY-000862,INV-000862,2025-06-07,497.72,USD,check
PAY-000863,INV-000863,2025-08-29,3684.45,USD,check
PAY-000864,INV-000864,2025-03-17,3054.91,USD,bank_transfer
PAY-000865,INV-000865,2025-11-27,4308.96,USD,check
PAY-000866,INV-000866,2025-11-29,336.54,USD,bank_transfer
PAY-000867,INV-000867,2025-05-22,1539.22,USD,card
PAY-000868,INV-000868,2026-01-14,4371.55,USD,card
PAY-000869,INV-000869,2025-08-24,1435.83,USD,bank_transfer
PAY-000870,INV-000870,2025-04-17,4099.11,USD,bank_transfer
PAY-000871,INV-000871,2025-04-18,563.95,USD,card
PAY-000872,INV-000872,2025-07-14,2141.29,USD,card
PAY-000873,INV-000873,2025-05-16,2379.34,USD,card
PAY-000874,INV-000874,2025-04-15,484.06,USD,card
PAY-000875,INV-000875,2025-12-29,3663.64,USD,bank_transfer
PAY-000876,INV-000876,2025-08-01,787.64,USD,bank_transfer
PAY-000877,INV-000877,2025-07-05,2087.46,USD,check
PAY-000878,INV-000878,2025-06-04,1374.02,USD,card
PAY-000879,INV-000879,2025-09-24,2924.79,USD,bank_transfer
PAY-000880,INV-000880,2025-02-26,2432.43,USD,bank_transfer
PAY-000881,INV-000881,2025-01-21,333.32,USD,bank_transfer
