invoice_id,customer_id,invoice_date,due_date,amount,currency
INV-000401,CUST-0011,2025-12-29,2026-01-28,4927.83,USD
INV-000402,CUST-0043,2025-07-12,2025-08-11,3383.75,USD
INV-000403,CUST-0095,2025-12-26,2026-01-25,4356.13,USD
INV-000404,CUST-0086,2025-02-17,2025-03-19,3397.03,USD
INV-000405,CUST-0047,2025-07-05,2025-08-04,105.58,USD
INV-000406,CUST-0099,2025-04-20,2025-05-20,1801.66,USD
INV-000407,CUST-0020,2025-04-26,2025-05-26,731.23,USD
INV-000408,CUST-0099,2025-02-21,2025-03-23,2671.75,USD
INV-000409,CUST-0085,2025-09-27,2025-10-27,207.90,USD
INV-000410,CUST-0049,2025-03-09,2025-04-08,3141.29,USD
INV-000411,CUST-0089,2025-04-03,2025-05-03,4368.64,USD
INV-000412,CUST-0053,2025-08-13,2025-09-12,239.07,USD
INV-000413,CUST-0079,2025-05-02,2025-06-01,2338.88,USD
INV-000414,CUST-0069,2025-08-18,2025-09-17,1236.84,USD
INV-000415,CUST-0025,2025-08-29,2025-09-28,4749.42,USD
INV-000416,CUST-0060,2025-10-20,2025-11-19,2319.99,USD
INV-000417,CUST-0054,2025-09-15,2025-10-15,2775.40,USD
INV-000418,CUST-0033,2025-11-06,2025-12-06,735.60,USD
INV-000419,CUST-0048,2025-09-04,2025-10-04,4592.89,USD
INV-000420,CUST-0067,2025-12-31,2026-01-30,4444.91,USD
INV-000421,CUST-0021,2025-02-12,2025-03-14,4010.92,USD
INV-000422,CUST-0056,2025-09-20,2025-10-20,782.53,USD
INV-000423,CUST-0045,2025-08-19,2025-09-18,4648.00,USD
INV-000424,CUST-0065,2025-01-28,2025-02-27,2088.56,USD
INV-000425,CUST-0048,2025-07-17,2025-08-16,437.84,USD
INV-000426,CUST-0013,2025-06-13,2025-07-13,4890.20,USD
INV-000427,CUST-0019,2025-06-21,2025-07-21,4159.11,USD
INV-000428,CUST-0061,2025-05-27,2025-06-26,4819.79,USD
INV-000429,CUST-0058,2025-12-28,2026-01-27,2469.48,USD
INV-000430,CUST-0033,2025-02-10,2025-03-12,109.63,USD
INV-000431,CUST-0094,2025-10-08,2025-11-07,4939.49,USD
INV-000432,CUST-0100,2025-08-05,2025-09-04,592.93,USD
INV-000433,CUST-0007,2025-06-04,2025-07-04,648.83,USD
INV-000434,CUST-0080,2025-11-24,2025-12-24,4172.31,USD
INV-000435,CUST-0064,2025-02-26,2025-03-28,4396.65,USD
INV-000436,CUST-0066,2025-01-09,2025-02-08,3323.26,USD
INV-000437,CUST-0055,2025-03-15,2025-04-14,1537.10,USD
INV-000438,CUST-0074,2025-06-30,2025-07-30,1271.24,USD
INV-000439,CUST-0011,2025-12-07,2026-01-06,3513.37,USD
INV-000440,CUST-0070,2025-02-04,2025-03-06,2768.06,USD
INV-000441,CUST-0050,2025-10-11,2025-11-10,116.61,USD
INV-000442,CUST-0048,2025-11-22,2025-12-22,2038.37,USD
INV-000443,CUST-0009,2025-01-09,2025-02-08,1882.20,USD
INV-000444,CUST-0014,2025-12-03,2026-01-02,3303.87,USD
INV-000445,CUST-0006,2025-06-20,2025-07-20,709.45,USD
INV-000446,CUST-0083,2025-06-23,2025-07-23,4275.12,USD
INV-000447,CUST-0062,2025-08-26,2025-09-25,3655.84,USD
INV-000448,CUST-0092,2025-03-11,2025-04-10,340.82,USD
INV-000449,CUST-0006,2025-05-31,2025-06-30,1066.91,USD
INV-000450,CUST-0040,2025-06-11,2025-07-11,4903.55,USD
INV-000451,CUST-0033,2025-10-06,2025-11-05,2491.97,USD
INV-000452,CUST-0046,2025-04-08,2025-05-08,1510.04,USD
INV-000453,CUST-0016,2025-06-19,2025-07-19,1442.44,USD
INV-000454,CUST-0057,2025-07-24,2025-08-23,3907.07,USD
INV-000455,CUST-0089,2025-04-06,2025-05-06,2611.53,USD
INV-000456,CUST-0011,2025-09-23,2025-10-23,1408.38,USD
INV-000457,CUST-0024,2025-08-09,2025-09-08,3168.59,USD
INV-000458,CUST-0011,2025-06-14,2025-07-14,547.90,USD
INV-000459,CUST-0058,2025-06-01,2025-07-01,1616.92,USD
INV-000460,CUST-0089,2025-08-07,2025-09-06,883.69,USD
INV-000461,CUST-0094,2025-08-17,2025-09-16,232.06,USD
INV-000462,CUST-0082,2025-08-11,2025-09-10,1449.46,USD
INV-000463,CUST-0052,2025-12-10,2026-01-09,3352.40,USD
INV-000464,CUST-0004,2025-12-14,2026-01-13,848.79,USD
INV-000465,CUST-0057,2025-12-14,2026-01-13,4106.32,USD
INV-000466,CUST-0100,2025-02-04,2025-03-06,1247.29,USD
INV-000467,CUST-0073,2025-07-05,2025-08-04,2017.25,USD
INV-000468,CUST-0058,2025-03-20,2025-04-19,3570.24,USD
INV-000469,CUST-0010,2025-08-16,2025-09-15,4010.76,USD
INV-000470,CUST-0051,2025-09-29,2025-10-29,1933.87,USD
INV-000471,CUST-0015,2025-05-23,2025-06-22,1318.68,USD
INV-000472,CUST-0067,2025-04-06,2025-05-06,2626.42,USD
INV-000473,CUST-0100,2025-03-02,2025-04-01,1382.46,USD
INV-000474,CUST-0079,2025-08-17,2025-09-16,1134.96,USD
INV-000475,CUST-0016,2025-09-09,2025-10-09,1059.51,USD
INV-000476,CUST-0092,2025-08-20,2025-09-19,915.21,USD
INV-000477,CUST-0041,2025-12-16,2026-01-15,4442.96,USD
INV-000478,CUST-0071,2025-12-30,2026-01-29,350.46,USD
INV-000479,CUST-0021,2025-06-03,2025-07-03,4473.58,USD
INV-000480,CUST-0023,2025-12-25,2026-01-24,3353.38,USD
INV-000481,CUST-0026,2025-04-25,2025-05-25,646.28,USD
INV-000482,CUST-0047,2025-09-10,2025-10-10,147.80,USD
INV-000483,CUST-0071,2025-07-08,2025-08-07,2460.55,USD
INV-000484,CUST-0040,2025-02-14,2025-03-16,354.70,USD
INV-000485,CUST-0053,2025-09-03,2025-10-03,2766.15,USD
INV-000486,CUST-0041,2025-02-07,2025-03-09,667.07,USD
INV-000487,CUST-0088,2025-08-19,2025-09-18,2452.30,USD
INV-000488,CUST-0100,2025-03-07,2025-04-06,4613.03,USD
INV-000489,CUST-0099,2025-10-28,2025-11-27,964.01,USD
INV-000490,CUST-0008,2025-09-15,2025-10-15,4784.75,USD
INV-000491,CUST-0022,2025-03-20,2025-04-19,1604.48,USD
INV-000492,CUST-0045,2025-12-30,2026-01-29,1192.11,USD
INV-000493,CUST-0026,2025-02-10,2025-03-12,1323.89,USD
INV-000494,CUST-0081,2025-05-21,2025-06-20,666.25,USD
INV-000495,CUST-0065,2025-10-01,2025-10-31,499.83,USD
INV-000496,CUST-0075,2025-10-31,2025-11-30,4946.73,USD
INV-000497,CUST-0093,2025-12-04,2026-01-03,3284.06,USD
INV-000498,CUST-0004,2025-10-16,2025-11-15,225.97,USD
INV-000499,CUST-0074,2025-11-25,2025-12-25,4052.37,USD
INV-000500,CUST-0074,2025-04-18,2025-05-18,4031.07,USD
INV-000501,CUST-0064,2025-11-24,2025-12-24,168.78,USD
INV-000502,CUST-0039,2025-05-29,2025-06-28,3375.44,USD
INV-000503,CUST-0039,2025-12-17,2026-01-16,2139.09,USD
INV-000504,CUST-0021,2025-12-19,2026-01-18,324.11,USD
INV-000505,CUST-0027,2025-09-05,2025-10-05,2445.01,USD
INV-000506,CUST-0092,2025-03-15,2025-04-14,1648.83,USD
INV-000507,CUST-0017,2025-06-26,2025-07-26,2100.42,USD
INV-000508,CUST-0041,2025-10-15,2025-11-14,566.70,USD
INV-000509,CUST-0058,2025-03-04,2025-04-03,1412.32,USD
INV-000510,CUST-0038,2025-02-19,2025-03-21,275.31,USD
INV-000511,CUST-0021,2025-08-03,2025-09-02,1311.65,USD
INV-000512,CUST-0098,2025-06-10,2025-07-10,1005.27,USD
INV-000513,CUST-0064,2025-09-21,2025-10-21,2457.45,USD
INV-000514,CUST-0051,2025-01-12,2025-02-11,482.11,USD
INV-000515,CUST-0075,2025-05-04,2025-06-03,1137.97,USD
INV-000516,CUST-0064,2025-01-26,2025-02-25,1485.11,USD
INV-000517,CUST-0037,2025-12-11,2026-01-10,2477.23,USD
INV-000518,CUST-0018,2025-02-25,2025-03-27,2269.30,USD
INV-000519,CUST-0052,2025-07-07,2025-08-06,4014.80,USD
INV-000520,CUST-0073,2025-07-25,2025-08-24,278.21,USD
INV-000521,CUST-0037,2025-07-05,2025-08-04,2910.48,USD
INV-000522,CUST-0098,2025-09-16,2025-10-16,2371.15,USD
INV-000523,CUST-0079,2025-11-16,2025-12-16,3577.24,USD
INV-000524,CUST-0048,2025-02-19,2025-03-21,2075.18,USD
INV-000525,CUST-0019,2025-07-07,2025-08-06,3968.19,USD
INV-000526,CUST-0065,2025-09-18,2025-10-18,2114.42,USD
INV-000527,CUST-0092,2025-01-20,2025-02-19,728.46,USD
INV-000528,CUST-0020,2025-09-23,2025-10-23,2405.93,USD
INV-000529,CUST-0079,2025-03-13,2025-04-12,1729.48,USD
INV-000530,CUST-0095,2025-07-21,2025-08-20,3242.23,USD
INV-000531,CUST-0066,2025-06-22,2025-07-22,2669.79,USD
INV-000532,CUST-0039,2025-12-29,2026-01-28,2961.34,USD
INV-000533,CUST-0087,2025-07-08,2025-08-07,1746.64,USD
INV-000534,CUST-0093,2025-10-26,2025-11-25,1623.11,USD
INV-000535,CUST-0061,2025-01-14,2025-02-13,3139.52,USD
INV-000536,CUST-0030,2025-10-24,2025-11-23,3038.46,USD
INV-000537,CUST-0068,2025-09-03,2025-10-03,903.97,USD
INV-000538,CUST-0049,2025-11-14,2025-12-14,4071.16,USD
INV-000539,CUST-0074,2025-05-05,2025-06-04,175.52,USD
INV-000540,CUST-0057,2025-04-08,2025-05-08,109.28,USD
INV-000541,CUST-0089,2025-03-19,2025-04-18,2175.10,USD
INV-000542,CUST-0079,2025-09-14,2025-10-14,4073.08,USD
INV-000543,CUST-0018,2025-02-01,2025-03-03,3710.29,USD
INV-000544,CUST-0085,2025-10-15,2025-11-14,1714.19,USD
INV-000545,CUST-0023,2025-07-12,2025-08-11,1654.96,USD
INV-000546,CUST-0046,2025-06-25,2025-07-25,2874.04,USD
INV-000547,CUST-0089,2025-12-15,2026-01-14,3382.79,USD
INV-000548,CUST-0032,2025-09-05,2025-10-05,1018.01,USD
INV-000549,CUST-0039,2025-06-02,2025-07-02,1188.95,USD
INV-000550,CUST-0091,2025-04-17,2025-05-17,3628.84,USD
INV-000551,CUST-0072,2025-09-03,2025-10-03,1838.73,USD
INV-000552,CUST-0087,2025-03-04,2025-04-03,3016.67,USD
INV-000553,CUST-0045,2025-07-22,2025-08-21,4300.65,USD
INV-000554,CUST-0092,2025-01-22,2025-02-21,1518.01,USD
INV-000555,CUST-0033,2025-08-15,2025-09-14,3449.18,USD
INV-000556,CUST-0069,2025-04-14,2025-05-14,4350.85,USD
INV-000557,CUST-0018,2025-12-23,2026-01-22,1434.07,USD
INV-000558,CUST-0032,2025-10-28,2025-11-27,1264.52,USD
INV-000559,CUST-0082,2025-09-29,2025-10-29,1193.16,USD
INV-000560,CUST-0043,2025-02-21,2025-03-23,2176.88,USD
INV-000561,CUST-0099,2025-02-21,2025-03-23,3581.40,USD
INV-000562,CUST-0021,2025-10-09,2025-11-08,4881.15,USD
INV-000563,CUST-0084,2025-09-01,2025-10-01,2513.20,USD
INV-000564,CUST-0083,2025-06-14,2025-07-14,1506.39,USD
INV-000565,CUST-0030,2025-11-30,2025-12-30,3020.11,USD
INV-000566,CUST-0023,2025-01-20,2025-02-19,4797.95,USD
INV-000567,CUST-0051,2025-01-19,2025-02-18,4394.11,USD
INV-000568,CUST-0005,2025-05-29,2025-06-28,4606.65,USD
INV-000569,CUST-0014,2025-10-18,2025-11-17,3170.31,USD
INV-000570,CUST-0070,2025-08-21,2025-09-20,3372.32,USD
INV-000571,CUST-0065,2025-03-10,2025-04-09,4472.00,USD
INV-000572,CUST-0015,2025-04-09,2025-05-09,4250.51,USD
INV-000573,CUST-0033,2025-08-23,2025-09-22,3408.88,USD
INV-000574,CUST-0044,2025-01-08,2025-02-07,3871.99,USD
INV-000575,CUST-0025,2025-12-12,2026-01-11,3980.34,USD
INV-000576,CUST-0052,2025-11-24,2025-12-24,4713.08,USD
INV-000577,CUST-0052,2025-06-17,2025-07-17,464.75,USD
INV-000578,CUST-0062,2025-04-05,2025-05-05,747.21,USD
INV-000579,CUST-0050,2025-01-04,2025-02-03,1377.26,USD
INV-000580,CUST-0039,2025-05-17,2025-06-16,1738.18,USD
INV-000581,CUST-0034,2025-10-21,2025-11-20,69.95,USD
INV-000582,CUST-0008,2025-12-21,2026-01-20,1248.90,USD
INV-000583,CUST-0021,2025-08-27,2025-09-26,1618.54,USD
INV-000584,CUST-0091,2025-09-15,2025-10-15,4849.73,USD
INV-000585,CUST-0038,2025-03-02,2025-04-01,3358.68,USD
INV-000586,CUST-0018,2025-04-24,2025-05-24,1158.86,USD
INV-000587,CUST-0078,2025-08-21,2025-09-20,3930.28,USD
INV-000588,CUST-0061,2025-12-26,2026-01-25,2889.57,USD
INV-000589,CUST-0032,2025-04-22,2025-05-22,4004.33,USD
INV-000590,CUST-0058,2025-02-11,2025-03-13,2765.16,USD
INV-000591,CUST-0073,2025-07-05,2025-08-04,419.48,USD
INV-000592,CUST-0065,2025-10-08,2025-11-07,4743.73,USD
INV-000593,CUST-0022,2025-10-02,2025-11-01,795.65,USD
INV-000594,CUST-0088,2025-08-15,2025-09-14,619.43,USD
INV-000595,CUST-0012,2025-10-26,2025-11-25,2572.86,USD
INV-000596,CUST-0017,2025-01-29,2025-02-28,2387.29,USD
INV-000597,CUST-0008,2025-08-22,2025-09-21,2966.51,USD
INV-000598,CUST-0040,2025-12-11,2026-01-10,4240.56,USD
INV-000599,CUST-0001,2025-05-11,2025-06-10,4290.56,USD
INV-000600,CUST-0055,2025-02-07,2025-03-09,247.44,USD
INV-000601,CUST-0008,2025-02-02,2025-03-04,2847.25,USD
INV-000602,CUST-0053,2025-01-17,2025-02-16,1515.18,USD
INV-000603,CUST-0083,2025-11-25,2025-12-25,3833.57,USD
INV-000604,CUST-0049,2025-07-15,2025-08-14,2361.62,USD
INV-000605,CUST-0070,2025-12-16,2026-01-15,3479.69,USD
INV-000606,CUST-0023,2025-06-28,2025-07-28,631.97,USD
INV-000607,CUST-0094,2025-09-28,2025-10-28,677.66,USD
INV-000608,CUST-0060,2025-01-12,2025-02-11,1574.28,USD
INV-000609,CUST-0069,2025-10-06,2025-11-05,2233.65,USD
INV-000610,CUST-0045,2025-05-07,2025-06-06,2425.00,USD
INV-000611,CUST-0093,2025-04-07,2025-05-07,4924.73,USD
INV-000612,CUST-0079,2025-12-05,2026-01-04,2208.02,USD
INV-000613,CUST-0013,2025-04-16,2025-05-16,362.79,USD
INV-000614,CUST-0087,2025-08-17,2025-09-16,3144.11,USD
INV-000615,CUST-0006,2025-05-06,2025-06-05,3892.56,USD
INV-000616,CUST-0028,2025-04-30,2025-05-30,2839.89,USD
INV-000617,CUST-0030,2025-09-15,2025-10-15,1526.57,USD
INV-000618,CUST-0099,2025-10-23,2025-11-22,3144.81,USD
INV-000619,CUST-0019,2025-05-02,2025-06-01,1592.11,USD
INV-000620,CUST-0039,2025-04-24,2025-05-24,2178.24,USD
INV-000621,CUST-0076,2025-10-13,2025-11-12,4982.97,USD
INV-000622,CUST-0072,2025-12-14,2026-01-13,2249.76,USD
INV-000623,CUST-0083,2025-06-26,2025-07-26,4946.62,USD
INV-000624,CUST-0090,2025-09-26,2025-10-26,1681.08,USD
INV-000625,CUST-0049,2025-03-18,2025-04-17,1582.27,USD
INV-000626,CUST-0029,2025-08-31,2025-09-30,1273.36,USD
INV-000627,CUST-0060,2025-03-15,2025-04-14,4234.58,USD
INV-000628,CUST-0072,2025-07-31,2025-08-30,2193.70,USD
INV-000629,CUST-0033,2025-07-18,2025-08-17,1283.27,USD
INV-000630,CUST-0058,2025-11-28,2025-12-28,424.55,USD
INV-000631,CUST-0025,2025-10-02,2025-11-01,3808.91,USD
INV-000632,CUST-0078,2025-07-13,2025-08-12,3541.98,USD
INV-000633,CUST-0098,2025-02-07,2025-03-09,996.51,USD
INV-000634,CUST-0028,2025-12-10,2026-01-09,2939.98,USD
INV-000635,CUST-0002,2025-06-20,2025-07-20,1599.57,USD
INV-000636,CUST-0097,2025-03-02,2025-04-01,3925.79,USD
INV-000637,CUST-0091,2025-12-23,2026-01-22,3178.80,USD
INV-000638,CUST-0042,2025-05-03,2025-06-02,2904.48,USD
INV-000639,CUST-0084,2025-08-27,2025-09-26,2807.86,USD
INV-000640,CUST-0066,2025-05-14,2025-06-13,1895.57,USD
INV-000641,CUST-0093,2025-02-20,2025-03-22,4219.07,USD
INV-000642,CUST-0041,2025-04-15,2025-05-15,1953.56,USD
INV-000643,CUST-0029,2025-10-16,2025-11-15,4540.29,USD
INV-000644,CUST-0075,2025-05-14,2025-06-13,2910.94,USD
INV-000645,CUST-0020,2025-08-02,2025-09-01,1557.65,USD
INV-000646,CUST-0073,2025-04-28,2025-05-28,2001.45,USD
INV-000647,CUST-0088,2025-10-09,2025-11-08,3442.03,USD
INV-000648,CUST-0083,2025-09-08,2025-10-08,3803.52,USD
INV-000649,CUST-0046,2025-03-28,2025-04-27,3851.83,USD
INV-000650,CUST-0024,2025-10-07,2025-11-06,2570.18,USD
INV-000651,CUST-0005,2025-01-31,2025-03-02,2756.97,USD
INV-000652,CUST-0001,2025-01-25,2025-02-24,4017.33,USD
INV-000653,CUST-0009,2025-11-19,2025-12-19,1223.37,USD
INV-000654,CUST-0065,2025-01-05,2025-02-04,1156.72,USD
INV-000655,CUST-0082,2025-01-31,2025-03-02,3249.23,USD
INV-000656,CUST-0063,2025-09-05,2025-10-05,3466.54,USD
INV-000657,CUST-0053,2025-09-30,2025-10-30,2902.20,USD
INV-000658,CUST-0036,2025-09-29,2025-10-29,3796.36,USD
INV-000659,CUST-0090,2025-01-09,2025-02-08,2643.05,USD
INV-000660,CUST-0013,2025-04-02,2025-05-02,571.07,USD
INV-000661,CUST-0080,2025-05-04,2025-06-03,1016.27,USD
INV-000662,CUST-0051,2025-07-01,2025-07-31,1411.55,USD
INV-000663,CUST-0073,2025-07-27,2025-08-26,2416.47,USD
INV-000664,CUST-0088,2025-04-26,2025-05-26,1582.73,USD
INV-000665,CUST-0005,2025-11-29,2025-12-29,3992.41,USD
INV-000666,CUST-0071,2025-07-14,2025-08-13,1987.45,USD
INV-000667,CUST-0090,2025-11-23,2025-12-23,59.54,USD
INV-000668,CUST-0056,2025-09-13,2025-10-13,4441.96,USD
INV-000669,CUST-0013,2025-10-17,2025-11-16,4508.18,USD
INV-000670,CUST-0089,2025-04-28,2025-05-28,1118.43,USD
INV-000671,CUST-0010,2025-05-19,2025-06-18,254.11,USD
INV-000672,CUST-0085,2025-10-06,2025-11-05,2964.41,USD
INV-000673,CUST-0027,2025-06-11,2025-07-11,92.09,USD
INV-000674,CUST-0051,2025-12-31,2026-01-30,4313.89,USD
INV-000675,CUST-0031,2025-03-25,2025-04-24,2966.76,USD
INV-000676,CUST-0070,2025-12-13,2026-01-12,4710.37,USD
INV-000677,CUST-0089,2025-03-13,2025-04-12,4154.48,USD
INV-000678,CUST-0013,2025-06-27,2025-07-27,291.52,USD
INV-000679,CUST-0078,2025-02-08,2025-03-10,1795.68,USD
INV-000680,CUST-0042,2025-07-23,2025-08-22,4065.65,USD
INV-000681,CUST-0058,2025-05-20,2025-06-19,4118.04,USD
INV-000682,CUST-0049,2025-07-02,2025-08-01,2909.51,USD
INV-000683,CUST-0085,2025-12-15,2026-01-14,3081.67,USD
INV-000684,CUST-0032,2025-11-13,2025-12-13,1558.63,USD
INV-000685,CUST-0020,2025-02-12,2025-03-14,1414.94,USD
INV-000686,CUST-0095,2025-11-21,2025-12-21,818.85,USD
INV-000687,CUST-0012,2025-07-04,2025-08-03,568.63,USD
INV-000688,CUST-0098,2025-08-16,2025-09-15,1897.00,USD
INV-000689,CUST-0024,2025-03-09,2025-04-08,467.68,USD
INV-000690,CUST-0066,2025-10-13,2025-11-12,2918.43,USD
INV-000691,CUST-0046,2025-01-14,2025-02-13,479.86,USD
INV-000692,CUST-0042,2025-11-02,2025-12-02,3145.47,USD
INV-000693,CUST-0050,2025-05-30,2025-06-29,2179.55,USD
INV-000694,CUST-0032,2025-10-14,2025-11-13,4755.89,USD
INV-000695,CUST-0049,2025-03-28,2025-04-27,3603.02,USD
INV-000696,CUST-0035,2025-05-18,2025-06-17,1588.79,USD
INV-000697,CUST-0056,2025-02-02,2025-03-04,886.64,USD
INV-000698,CUST-0010,2025-06-03,2025-07-03,2548.76,USD
INV-000699,CUST-0081,2025-05-07,2025-06-06,3789.58,USD
INV-000700,CUST-0059,2025-11-12,2025-12-12,1035.23,USD
INV-000701,CUST-0051,2025-06-05,2025-07-05,45.48,USD
INV-000702,CUST-0043,2025-07-14,2025-08-13,4225.67,USD
INV-000703,CUST-0084,2025-08-09,2025-09-08,4285.44,USD
INV-000704,CUST-0078,2025-06-03,2025-07-03,1691.20,USD
INV-000705,CUST-0023,2025-09-03,2025-10-03,1657.22,USD
INV-000706,CUST-0089,2025-05-30,2025-06-29,3862.85,USD
INV-000707,CUST-0032,2025-10-22,2025-11-21,4109.79,USD
INV-000708,CUST-0051,2025-05-24,2025-06-23,4290.78,USD
INV-000709,CUST-0076,2025-10-16,2025-11-15,1057.52,USD
INV-000710,CUST-0071,2025-12-16,2026-01-15,4034.52,USD
INV-000711,CUST-0091,2025-08-25,2025-09-24,4953.90,USD
INV-000712,CUST-0089,2025-05-30,2025-06-29,4368.31,USD
INV-000713,CUST-0018,2025-12-11,2026-01-10,2627.78,USD
INV-000714,CUST-0085,2025-05-04,2025-06-03,1334.77,USD
INV-000715,CUST-0049,2025-08-05,2025-09-04,4147.03,USD
INV-000716,CUST-0075,2025-11-03,2025-12-03,2522.57,USD
INV-000717,CUST-0089,2025-09-17,2025-10-17,4851.77,USD
INV-000718,CUST-0047,2025-01-19,2025-02-18,4155.65,USD
INV-000719,CUST-0011,2025-11-01,2025-12-01,3355.90,USD
INV-000720,CUST-0046,2025-12-03,2026-01-02,3494.91,USD
INV-000721,CUST-0073,2025-11-10,2025-12-10,242.24,USD
INV-000722,CUST-0097,2025-11-28,2025-12-28,2105.14,USD
INV-000723,CUST-0013,2025-02-24,2025-03-26,65.30,USD
INV-000724,CUST-0067,2025-09-19,2025-10-19,3925.66,USD
INV-000725,CUST-0029,2025-12-19,2026-01-18,3025.89,USD
INV-000726,CUST-0099,2025-07-20,2025-08-19,2437.78,USD
INV-000727,CUST-0020,2025-12-20,2026-01-19,2633.88,USD
INV-000728,CUST-0038,2025-09-05,2025-10-05,558.13,USD
INV-000729,CUST-0094,2025-03-01,2025-03-31,4368.49,USD
INV-000730,CUST-0059,2025-06-09,2025-07-09,1808.65,USD
INV-000731,CUST-0061,2025-09-05,2025-10-05,1836.09,USD
INV-000732,CUST-0041,2025-12-23,2026-01-22,2382.12,USD
INV-000733,CUST-0091,2025-01-23,2025-02-22,4257.70,USD
INV-000734,CUST-0014,2025-06-25,2025-07-25,3407.22,USD
INV-000735,CUST-0023,2025-05-05,2025-06-04,2715.29,USD
INV-000736,CUST-0055,2025-06-19,2025-07-19,2945.22,USD
INV-000737,CUST-0024,2025-07-27,2025-08-26,3311.75,USD
INV-000738,CUST-0051,2025-12-03,2026-01-02,2275.62,USD
INV-000739,CUST-0026,2025-11-11,2025-12-11,4639.97,USD
INV-000740,CUST-0001,2025-08-08,2025-09-07,2048.61,USD
INV-000741,CUST-0097,2025-04-16,2025-05-16,1469.32,USD
INV-000742,CUST-0069,2025-10-23,2025-11-22,543.47,USD
INV-000743,CUST-0059,2025-06-16,2025-07-16,1043.23,USD
INV-000744,CUST-0063,2025-12-10,2026-01-09,4532.69,USD
INV-000745,CUST-0050,2025-06-10,2025-07-10,3139.84,USD
INV-000746,CUST-0045,2025-10-28,2025-11-27,608.90,USD
INV-000747,CUST-0087,2025-11-13,2025-12-13,914.54,USD
INV-000748,CUST-0011,2025-11-11,2025-12-11,3104.18,USD
INV-000749,CUST-0031,2025-06-10,2025-07-10,627.93,USD
INV-000750,CUST-0089,2025-04-04,2025-05-04,1967.19,USD
INV-000751,CUST-0077,2025-07-18,2025-08-17,2202.77,USD
INV-000752,CUST-0024,2025-07-16,2025-08-15,2227.94,USD
INV-000753,CUST-0083,2025-10-03,2025-11-02,3645.58,USD
INV-000754,CUST-0037,2025-03-27,2025-04-26,2577.13,USD
INV-000755,CUST-0058,2025-06-11,2025-07-11,4424.42,USD
INV-000756,CUST-0063,2025-07-03,2025-08-02,60.24,USD
INV-000757,CUST-0065,2025-07-16,2025-08-15,2954.30,USD
INV-000758,CUST-0063,2025-07-29,2025-08-28,3599.78,USD
INV-000759,CUST-0022,2025-08-16,2025-09-15,2572.19,USD
INV-000760,CUST-0098,2025-01-16,2025-02-15,4182.70,USD
INV-000761,CUST-0029,2025-01-17,2025-02-16,1451.02,USD
INV-000762,CUST-0059,2025-03-28,2025-04-27,4103.32,USD
INV-000763,CUST-0066,2025-09-11,2025-10-11,2892.14,USD
INV-000764,CUST-0100,2025-02-28,2025-03-30,1414.50,USD
INV-000765,CUST-0097,2025-10-05,2025-11-04,4322.85,USD
INV-000766,CUST-0028,2025-08-14,2025-09-13,2874.46,USD
INV-000767,CUST-0032,2025-12-01,2025-12-31,3949.21,USD
INV-000768,CUST-0045,2025-08-19,2025-09-18,1387.90,USD
INV-000769,CUST-0031,2025-03-02,2025-04-01,4076.54,USD
INV-000770,CUST-0045,2025-10-29,2025-11-28,3623.04,USD
INV-000771,CUST-0022,2025-11-20,2025-12-20,2254.82,USD
INV-000772,CUST-0027,2025-04-16,2025-05-16,4275.23,USD
INV-000773,CUST-0036,2025-06-29,2025-07-29,2800.68,USD
INV-000774,CUST-0091,2025-03-28,2025-04-27,1706.87,USD
INV-000775,CUST-0066,2025-10-21,2025-11-20,1411.64,USD
INV-000776,CUST-0053,2025-03-11,2025-04-10,3942.65,USD
INV-000777,CUST-0090,2025-12-02,2026-01-01,675.25,USD
INV-000778,CUST-0042,2025-03-16,2025-04-15,3739.75,USD
INV-000779,CUST-0019,2025-07-21,2025-08-20,2576.17,USD
INV-000780,CUST-0054,2025-05-18,2025-06-17,3301.54,USD
INV-000781,CUST-0099,2025-02-08,2025-03-10,3332.03,USD
INV-000782,CUST-0036,2025-09-21,2025-10-21,3941.12,USD
INV-000783,CUST-0063,2025-08-21,2025-09-20,4992.06,USD
INV-000784,CUST-0100,2025-01-02,2025-02-01,4565.57,USD
INV-000785,CUST-0086,2025-08-23,2025-09-22,3338.39,USD
INV-000786,CUST-0069,2025-02-02,2025-03-04,4181.64,USD
INV-000787,CUST-0028,2025-08-08,2025-09-07,4334.57,USD
INV-000788,CUST-0037,2025-06-15,2025-07-15,4352.90,USD
INV-000789,CUST-0073,2025-10-23,2025-11-22,694.68,USD
INV-000790,CUST-0007,2025-12-16,2026-01-15,4006.40,USD
INV-000791,CUST-0059,2025-11-17,2025-12-17,4119.83,USD
INV-000792,CUST-0059,2025-03-22,2025-04-21,2323.60,USD
INV-000793,CUST-0017,2025-04-14,2025-05-14,3620.20,USD
INV-000794,CUST-0036,2025-03-23,2025-04-22,4594.49,USD
INV-000795,CUST-0011,2025-07-04,2025-08-03,1322.76,USD
INV-000796,CUST-0007,2025-11-29,2025-12-29,877.82,USD
INV-000797,CUST-0090,2025-06-06,2025-07-06,3816.26,USD
INV-000798,CUST-0091,2025-12-02,2026-01-01,488.14,USD
INV-000799,CUST-0010,2025-04-20,2025-05-20,2509.84,USD
INV-000800,CUST-0088,2025-04-26,2025-05-26,2733.38,USD
INV-000801,CUST-0044,2025-01-05,2025-02-04,3656.93,USD
